age,birthday,collection_day,contract_until,feet,height,id,joined_in,market_value,name,shirt_number,team_name
19,03/09/1999,2019/04/25,,,,594762,,0.05,Johnatan Vital,,Centro Sportivo Alagoano (AL)
21,18/07/1997,2019/04/25,31.12.2019,,,620043,01/01/2018,0.05,Rony,15,Centro Sportivo Alagoano (AL)
23,20/07/1995,2019/04/25,,,,642014,23/04/2019,,Lucas Dias,,Centro Sportivo Alagoano (AL)
32,23/01/1987,2019/04/25,,esquerdo,175,41417,21/01/2019,0.8,Carlinhos,14,Centro Sportivo Alagoano (AL)
32,02/11/1986,2019/04/25,,esquerdo,174,73786,17/03/2019,0.75,Pablo Armero,,Centro Sportivo Alagoano (AL)
32,01/04/1987,2019/04/25,31.12.2019,esquerdo,173,187099,20/01/2016,0.7,Rafinha,6,Centro Sportivo Alagoano (AL)
28,28/08/1990,2019/04/25,,esquerdo,184,373712,01/01/2019,0.05,Pedro Rosa,,Centro Sportivo Alagoano (AL)
32,13/12/1986,2019/04/25,31.12.2019,direito,172,59930,11/02/2019,2.25,Apodi,2,Centro Sportivo Alagoano (AL)
31,15/03/1988,2019/04/25,31.12.2019,direito,183,539221,25/12/2016,0.7,Celsinho,22,Centro Sportivo Alagoano (AL)
30,01/05/1988,2019/04/25,,direito,175,225686,01/01/2019,0.6,Amaral,5,Centro Sportivo Alagoano (AL)
28,13/05/1990,2019/04/25,31.12.2019,direito,185,237621,05/03/2019,0.5,Naldo,21,Centro Sportivo Alagoano (AL)
22,03/06/1996,2019/04/25,,,,539224,11/01/2019,0.3,Dawhan,8,Centro Sportivo Alagoano (AL)
29,10/11/1989,2019/04/25,,direito,181,272042,28/11/2017,0.05,Mazinho,,Centro Sportivo Alagoano (AL)
25,28/02/1994,2019/04/25,,,,546894,01/01/2019,0.05,Mauro Silva,15,Centro Sportivo Alagoano (AL)
25,18/03/1994,2019/04/25,,direito,189,348267,15/02/2019,0.4,Bruno Ramires,14,Centro Sportivo Alagoano (AL)
32,24/01/1987,2019/04/25,,esquerdo,180,45318,28/03/2019,0.45,Cristian Maidana,,Centro Sportivo Alagoano (AL)
22,15/04/1997,2019/04/25,31.12.2019,direito,171,312666,01/01/2019,0.9,Matheus Sávio,10,Centro Sportivo Alagoano (AL)
30,09/06/1988,2019/04/25,31.12.2019,direito,171,147440,01/01/2017,0.9,Didira,19,Centro Sportivo Alagoano (AL)
32,21/05/1986,2019/04/25,31.12.2019,ambos,157,74119,22/03/2019,0.7,Madson,,Centro Sportivo Alagoano (AL)
25,09/03/1994,2019/04/25,,direito,183,236772,06/08/2018,0.3,Jhon Cley,18,Centro Sportivo Alagoano (AL)
21,20/02/1998,2019/04/25,,,,642675,08/01/2019,0.05,Lucca Mota,,Centro Sportivo Alagoano (AL)
27,20/09/1991,2019/04/25,,direito,175,241309,01/01/2019,0.5,Hiago,7,Centro Sportivo Alagoano (AL)
27,14/05/1991,2019/04/25,31.12.2019,direito,167,148690,08/02/2019,0.5,Andrés Escobar,21,Centro Sportivo Alagoano (AL)
21,21/04/1998,2019/04/25,,,,592350,01/01/2018,0.05,Victor Paraíba,16,Centro Sportivo Alagoano (AL)
23,21/07/1995,2019/04/25,31.12.2019,direito,178,513882,25/02/2019,0.9,Robinho,,Centro Sportivo Alagoano (AL)
24,28/04/1994,2019/04/25,,direito,172,347381,05/02/2018,0.3,Yago,,Centro Sportivo Alagoano (AL)
23,20/09/1995,2019/04/25,,,,547688,01/01/2019,0.05,Lohan,9,Centro Sportivo Alagoano (AL)
31,04/09/1987,2019/04/25,30.06.2020,direito,184,225381,01/01/2019,0.8,Patrick Fabiano,99,Centro Sportivo Alagoano (AL)
29,16/06/1989,2019/04/25,,direito,184,238367,08/02/2019,0.2,Cassiano,20,Centro Sportivo Alagoano (AL)
20,12/12/1998,2019/04/25,,,,604094,07/08/2018,0.05,Daniel,,Centro Sportivo Alagoano (AL)
29,16/07/1989,2019/04/25,,direito,191,98930,24/01/2019,0.5,Vladimir,89,Avaí Futebol Clube (SC)
29,15/06/1989,2019/04/25,,direito,194,532752,01/01/2019,0.3,Lucas Frigeri,1,Avaí Futebol Clube (SC)
21,13/01/1998,2019/04/25,,direito,187,595125,,0.05,Léo Lopes,13,Avaí Futebol Clube (SC)
36,06/02/1983,2019/04/25,31.12.2019,direito,192,85965,22/01/2019,0.05,Glédson,83,Avaí Futebol Clube (SC)
35,11/11/1983,2019/04/25,,direito,180,18445,16/08/2016,0.7,Betão,3,Avaí Futebol Clube (SC)
36,21/10/1982,2019/04/25,,direito,197,54132,23/05/2018,0.5,Marquinhos,33,Avaí Futebol Clube (SC)
24,18/08/1994,2019/04/25,,ambos,184,181784,01/01/2019,0.5,Matheus Barbosa,94,Avaí Futebol Clube (SC)
21,18/11/1997,2019/04/25,,direito,189,561457,01/01/2018,0.05,Gustavo Alcino,15,Avaí Futebol Clube (SC)
21,17/09/1997,2019/04/25,,direito,187,606281,10/08/2018,0.05,Eduardo Kunde,63,Avaí Futebol Clube (SC)
26,29/12/1992,2019/04/25,31.12.2019,direito,184,550227,19/02/2019,,Ricardo Thalheimer,14,Avaí Futebol Clube (SC)
20,18/05/1998,2019/04/25,,direito,187,653342,03/01/2019,,Nuno,17,Avaí Futebol Clube (SC)
26,06/06/1992,2019/04/25,,esquerdo,183,250841,30/08/2018,0.4,Igor Fernandes,,Avaí Futebol Clube (SC)
30,05/05/1988,2019/04/25,,esquerdo,170,411562,23/04/2019,0.15,Paulinho,,Avaí Futebol Clube (SC)
24,15/05/1994,2019/04/25,31.12.2019,direito,184,277713,04/01/2019,0.9,Alex Silva,2,Avaí Futebol Clube (SC)
26,20/08/1992,2019/04/25,,direito,176,612161,01/01/2019,0.1,Iury,22,Avaí Futebol Clube (SC)
28,17/02/1991,2019/04/25,06.06.2020,direito,172,132002,20/03/2019,0.65,Jonny Mosquera,5,Avaí Futebol Clube (SC)
21,14/04/1998,2019/04/25,,direito,183,643195,03/01/2019,0.05,Lucas Falcão,75,Avaí Futebol Clube (SC)
29,07/06/1989,2019/04/25,,,,667197,16/04/2019,,Luanderson,,Avaí Futebol Clube (SC)
19,22/05/1999,2019/04/25,,direito,182,653343,03/01/2019,,Marcinho,55,Avaí Futebol Clube (SC)
19,21/04/2000,2019/04/25,30.6.2019,direito,180,527394,01/06/2017,0.9,Luan Pereira,21,Avaí Futebol Clube (SC)
21,06/03/1998,2019/04/25,,direito,183,653346,,,Wesley Soares,98,Avaí Futebol Clube (SC)
32,05/08/1986,2019/04/25,,esquerdo,184,177545,08/01/2019,0.3,Julinho,26,Avaí Futebol Clube (SC)
26,05/02/1993,2019/04/25,31.12.2019,direito,180,214312,03/01/2019,0.8,Pedro Castro,7,Avaí Futebol Clube (SC)
28,04/05/1990,2019/04/25,31.12.2019,direito,169,519854,03/01/2019,0.7,João Paulo,19,Avaí Futebol Clube (SC)
37,18/02/1982,2019/04/25,,esquerdo,176,34332,12/02/2019,0.5,Douglas,10,Avaí Futebol Clube (SC)
32,06/08/1986,2019/04/25,,esquerdo,187,39711,03/01/2018,0.3,André Moritz,30,Avaí Futebol Clube (SC)
25,28/01/1994,2019/04/25,,esquerdo,175,299596,01/01/2019,0.2,Gegê,20,Avaí Futebol Clube (SC)
21,31/03/1998,2019/04/25,,ambos,183,643196,03/01/2019,0.05,Dudu,31,Avaí Futebol Clube (SC)
20,11/05/1998,2019/04/25,,esquerdo,184,601011,01/01/2018,0.05,Caio Paulista,70,Avaí Futebol Clube (SC)
20,21/02/1999,2019/04/25,,,,665989,,,Jô,,Avaí Futebol Clube (SC)
21,10/06/1997,2019/04/25,31.12.2019,direito,187,592345,03/01/2019,0.9,Getulio,99,Avaí Futebol Clube (SC)
29,15/09/1989,2019/04/25,,direito,191,490613,01/01/2019,0.2,Daniel Amorim,28,Avaí Futebol Clube (SC)
21,07/09/1997,2019/04/25,31.12.2019,direito,169,515068,01/01/2017,0.2,Lourenço,97,Avaí Futebol Clube (SC)
30,14/10/1988,2019/04/25,,direito,177,157979,14/08/2018,0.1,Jones Carioca,8,Avaí Futebol Clube (SC)
22,27/10/1996,2019/04/25,,direito,177,553870,01/01/2019,0.05,Gabriel Lima,77,Avaí Futebol Clube (SC)
22,17/07/1996,2019/04/25,,,,650998,08/02/2019,,Feliciano Brizuela,11,Avaí Futebol Clube (SC)
